wallet,final_score,score_longevity,score_activity_frequency,score_time_consistency,score_repayment_ratio,score_collateral_health,score_liquidation_penalty,score_asset_diversity,score_tx_size_volatility,score_borrow_activity,score_healthy_usage,raw_score,normalized_score
0x614ad783725023cb3e31efa2aeb5412123654097,74.02923051722539,2.0,0.00042212316224968195,1.0,1.0,0.0,0.0,0.6666666666666666,-0.11489650103701246,0.5,0.0,5.052192288791904,74.02923051722539
0x0a236b41add0073df05eac5fc8505ad745c7859d,73.3265547206858,8.307965499746322e-06,1.0,0.9999230070006614,1.0,1.0,0.0,1.0,-0.000439710914727378,0.0,0.0,4.999491604051435,73.3265547206858
0x730f25c81575c4b545a2479365fe164c747d48a0,73.30739755680924,9.639776763064435e-06,1.0,0.9999017907258598,1.0,1.0,0.0,1.0,-0.0018566137419300474,0.0,0.0,4.998054816760693,73.30739755680924
0xca7c767854b1e7305de07247ab85e30543d1d9c9,73.2762822303328,3.3263571790969055e-05,1.0,0.9993618831547619,1.0,1.0,0.0,1.0,-0.00367397945159388,0.0,0.0,4.995721167274959,73.2762822303328
0xdd0ae472337d8b3e63a60fced8ae4be36093598f,73.22788002242201,9.005580923389142e-05,1.0,0.9966795911739418,1.0,1.0,0.0,1.0,-0.00467864530152423,0.0,0.0,4.992091001681651,73.22788002242201
0xf4466c3256898721b86161c6628d1aaf084a83b6,73.20063049381127,0.0002031963470319635,1.0,0.9953904583581349,1.0,1.0,0.0,1.0,-0.0055463676693214775,0.0,0.0,4.990047287035845,73.20063049381127
0x3cee2d93a0a36bcc58e485dcfb2d9472da300a5c,73.18943157359574,1.3622001522070015,0.0008045002852065247,1.0,1.0,1.0,0.0,0.6666666666666666,-0.040463951139194224,0.0,0.0,4.989207368019681,73.18943157359574
0xfd5fa64a6cc137174ddd736f429faecd28521409,73.18926498357585,1.7334543378995433,0.0006322003337490929,1.0,1.0,1.0,0.0,0.3333333333333333,-0.07822499779843624,0.0,0.0,4.989194873768189,73.18926498357585
0xf19c3e3eeb001cd03b84053e8c2ddaa6db038c83,73.18429273519591,2.0,0.0026553534605571276,0.0,1.0,0.07222277841278861,0.0,1.0,-0.0860561767336533,0.5,0.5,4.988821955139693,73.18429273519591
0xc0acef1857acc3763baa108fb70efb4eebc479bb,73.15805818418667,1.5981735159817352e-05,1.0,1.0,1.0,1.0,0.0,1.0,-0.013161617921159713,0.0,0.0,4.986854363814,73.15805818418667
0x8d6c5458a590e2b0ae84c0e1a36a223987bc15c7,73.12866829582407,3.361237950279046e-06,1.0,0.9999883084209656,1.0,1.0,0.0,1.0,-0.015341547472110298,0.0,0.0,4.984650122186806,73.12866829582407
0x8396d140476d7d5bebdbbe5de4f61a49a14ff695,73.12488717559208,0.0006285832064941655,1.0,0.9927821350165343,1.0,1.0,0.0,1.0,-0.009044180053623061,0.0,0.0,4.984366538169406,73.12488717559208
0x139abf403910482730168dfa70de6f5a49b9a7cf,73.1122136686978,2.0,0.0010022260961173686,0.0,1.0,1.0,0.0,1.0,-0.01758620094378257,0.0,0.0,4.983416025152335,73.1122136686978
0xc1419fc6893a89ede7221e72f1bb7b49203a4953,73.11046423999153,1.4649923896499239e-05,1.0,0.9995589685449735,1.0,1.0,0.0,1.0,-0.01628880046950422,0.0,0.0,4.983284817999365,73.11046423999153
0x193f1dcd95e757d0e27ed790a81b51f29cc1b90d,73.07806295097156,0.00018115804160324708,1.0,0.9962364802777778,1.0,1.0,0.0,1.0,-0.015562916996513142,0.0,0.0,4.980854721322867,73.07806295097156
0x1b28da0ab53decb88a5fd09e64c0d3098481bf64,73.06927153486915,0.00022241248097412482,1.0,0.9971728409656084,1.0,1.0,0.0,1.0,-0.017199888331396903,0.0,0.0,4.980195365115186,73.06927153486915
0xeae8257c7c558092d744a2eba5521319ff7d0f3a,73.05267758691494,8.165271435819381e-05,1.0,0.9987805681679894,1.0,1.0,0.0,1.0,-0.019911401863727987,0.0,0.0,4.97895081901862,73.05267758691494
0xa87a902341ee4c9f31ae2ff65bdd86a419502d74,73.05105559648827,6.487823439878234e-05,1.0,0.9983608404315476,1.0,1.0,0.0,1.0,-0.019596548929325962,0.0,0.0,4.9788291697366205,73.05105559648827
0x156acd97c748855ee8d3691a061c88b302c967cf,73.04802829725568,0.00012385844748858448,1.0,0.9979026949338624,1.0,1.0,0.0,1.0,-0.01942443108717514,0.0,0.0,4.978602122294176,73.04802829725568
0x57b5a289c4f324d50ce2fad38e7738b073293a38,73.04635066740249,2.9490106544901066e-05,1.0,0.9993889436789021,1.0,1.0,0.0,1.0,-0.020942133730260524,0.0,0.0,4.978476300055187,73.04635066740249
0x6add203a866d02c4e0eb689ad6a4182719479d26,73.04192574927431,2.0,0.0009861933783107141,0.0,1.0,1.0,0.0,1.0,-0.022841762182737143,0.0,0.0,4.978144431195574,73.04192574927431
0xa540ccc120c18c776fac27a9055bd003bb27a5c5,73.01034507536072,3.928843226788432e-05,1.0,0.9987314635300926,1.0,1.0,0.0,1.0,-0.02299487131030605,0.0,0.0,4.975775880652054,73.01034507536072
0x0d2ae5b683d031a1cb2c074d2b22cdbdf465367d,72.97824314889189,0.0005879946727549467,1.0,0.9827020584242725,1.0,1.0,0.0,1.0,-0.009921816930135559,0.0,0.0,4.973368236166892,72.97824314889189
0x118ee757dd8841f81903e1c1d7d7aa88e376cc39,72.97769398794567,6.874682902080163e-05,1.0,0.9993022832886905,1.0,1.0,0.0,1.0,-0.02604398102178585,0.0,0.0,4.973327049095925,72.97769398794567
0xf444c69cdd908d62cac78f909788810f63f08d0f,72.97081915334603,1.4554794520547947e-05,1.0,0.999968432733135,1.0,1.0,0.0,1.0,-0.027171551026702982,0.0,0.0,4.972811436500953,72.97081915334603
0x146444424f6a61fc8cc05df9225a88217abb032c,72.91828507851224,0.0001099695585996956,1.0,0.9981422877132936,1.0,1.0,0.0,1.0,-0.02938087638347516,0.0,0.0,4.968871380888419,72.91828507851224
0x325134280cdfa2932e31c69de30c516c0cf47cf8,72.91338275081853,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.03149629368861044,0.0,0.0,4.96850370631139,72.91338275081853
0x0b83c6f9808f77041069c89f60fc162f623130ac,72.90954710643746,0.0005054223744292238,1.0,0.994839195854828,1.0,1.0,0.0,1.0,-0.027128585246448234,0.0,0.0,4.968216032982809,72.90954710643746
0x1d80738c96c9a2c1e28eb50e72038b269f65ca4c,72.88220671575077,2.0,0.0007646747523646394,0.0,1.0,1.0,0.0,1.0,-0.03459917107105649,0.0,0.0,4.9661655036813075,72.88220671575077
0xfe0bcd1a7eb7b82a74d3f6cb0a8067fa47ef92b4,72.87958410353583,3.320015220700152e-05,1.0,0.9994712897238757,1.0,1.0,0.0,1.0,-0.03353568211089551,0.0,0.0,4.965968807765187,72.87958410353583
0x21d35174385903a4f7887cc05592dbb02afe528d,72.85692461149733,2.0,0.0008664980488875892,0.0,1.0,1.0,0.0,1.0,-0.03659715218658783,0.0,0.0,4.9642693458622995,72.85692461149733
0xb631fd62a18b8d2dea5cdcef1e209e8aa7353776,72.85557847311436,2.0,0.0007778791779199085,0.0,1.0,1.0,0.0,1.0,-0.03660949369434307,0.0,0.0,4.964168385483577,72.85557847311436
0xbe93b15b0ee97865790359701c4268b16f102bb7,72.85096720164913,2.0,0.002212878546192296,0.0,1.0,1.0,0.0,1.0,-0.038390338422507685,0.0,0.0,4.963822540123685,72.85096720164913
0x63403f0d710a8cb2f60f00d57d4dcdc8ca3b8714,72.82509056880284,1.1732623033992896e-06,1.0,0.9999567411541005,1.0,1.0,0.0,1.0,-0.03807612175619167,0.0,0.0,4.961881792660212,72.82509056880284
0x962567744fd9a8891d14245d4398e8d366948569,72.81341385786733,0.000171201166920345,1.0,0.9986589757308201,1.0,1.0,0.0,1.0,-0.037824137557689985,0.0,0.0,4.961006039340051,72.81341385786733
0x571d2236aea7f6a58b8b75ce913b7e58433cc6c5,72.812140517366,9.95687468290208e-06,1.0,0.9998994524090609,1.0,1.0,0.0,1.0,-0.03899887048129249,0.0,0.0,4.960910538802451,72.812140517366
0x9d4422191d679dd0d65f6c3f91076475c6cebe90,72.80833002162844,5.549213597158802e-06,1.0,0.9999567411541005,1.0,1.0,0.0,1.0,-0.03933753874556465,0.0,0.0,4.960624751622134,72.80833002162844
0x36c48e7b0d92cb0eaeb7754e21494dcb832635e0,72.79302717449266,2.4353120243531202e-05,1.0,0.9999438804150133,1.0,1.0,0.0,1.0,-0.0404911954483065,0.0,0.0,4.95947703808695,72.79302717449266
0x60f3a536c3e8d35e9d27a4db2b8faf9c82b93060,72.77985752009347,0.0007409309994926434,1.0,0.9825157120436508,1.0,1.0,0.0,1.0,-0.02476732903613206,0.0,0.0,4.958489314007011,72.77985752009347
0xbc2f7987c639da3aab7460d3f2d1a2418e3bdb99,72.77497727182045,7.543759512937595e-05,1.0,0.9985537515079365,1.0,1.0,0.0,1.0,-0.04050589371653197,0.0,0.0,4.9581232953865335,72.77497727182045
0xdacd3ad9fe68a29a4ae2b7a66599ceb784fafaad,72.75177430006401,2.0,0.003716576819820065,0.0,1.0,1.0,0.0,1.0,-0.047333504315018704,0.0,0.0,4.956383072504801,72.75177430006401
0x3f86f18322a888d9b3adef38f127c941bccc014d,72.75068720014211,2.0,0.0004324290561094718,0.0,1.0,1.0,0.0,1.0,-0.04413088904545028,0.0,0.0,4.956301540010659,72.75068720014211
0x12cfc607505804e4f88eb169bdb0a46b251c09c9,72.74056877060038,0.00014345509893455097,1.0,0.998554920666336,1.0,1.0,0.0,1.0,-0.04315571797024163,0.0,0.0,4.955542657795029,72.74056877060038
0xb0804b6dbe7159bddc1b6c9c00c796d94eee1858,72.73916320410147,0.0007275177574835109,1.0,0.9882326435681217,1.0,1.0,0.0,1.0,-0.03352292101799415,0.0,0.0,4.955437240307611,72.73916320410147
0x77e9309f7b424be078296dc448a9d21202bbf6b9,72.72042428067269,2.0,0.0011251560356362786,0.0,1.0,1.0,0.0,1.0,-0.047093334985183796,0.0,0.0,4.954031821050452,72.72042428067269
0x9a1b0fe060dae1259f44f2ce7d9493f6e9ec4b8e,72.6735630921965,0.0004458396752917301,1.0,0.996238652146164,1.0,1.0,0.0,1.0,-0.04616725990671798,0.0,0.0,4.950517231914738,72.6735630921965
0x95ab46473ae3b692432085da2acb67eb7b5ceb89,72.67009116789806,0.0002252029426686961,1.0,0.9987121436689815,1.0,1.0,0.0,1.0,-0.04868050901929531,0.0,0.0,4.950256837592355,72.67009116789806
0x90b1bf41a7240aa6bcb4e891062d6287a1901c3d,72.6664244641081,0.00011199898528665651,1.0,0.9990132306167328,1.0,1.0,0.0,1.0,-0.04914339479391115,0.0,0.0,4.949981834808108,72.6664244641081
0x3aa70d4a249be3ac4aaf2f17ba4b862458defe01,72.66270010973555,1.0813039066463724e-05,1.0,0.999961417786045,1.0,1.0,0.0,1.0,-0.05026972259494531,0.0,0.0,4.949702508230167,72.66270010973555
0x04867f0fdf9665eff5c2ad9384509a131f0367f4,72.65355088181695,2.0928462709284625e-05,1.0,0.9998408570188492,1.0,1.0,0.0,1.0,-0.050845469345286776,0.0,0.0,4.949016316136271,72.65355088181695
0xa901368aec255b1e6df31edf8aa735ff16bb12a8,72.64487584907612,2.0,0.0010985720330948386,0.0,1.0,1.0,0.0,1.0,-0.05273288335238625,0.0,0.0,4.948365688680709,72.64487584907612
0xddef74bd1ef4915546ee9371928123475eb2a354,72.63880583631814,2.0,0.001245842158864012,0.0,1.0,1.0,0.0,1.0,-0.0533354044350036,0.0,0.0,4.947910437723861,72.63880583631814
0x7ef4f53b5ff582b0329a84617bad51a850887bb6,72.62937495431319,1.6489091831557585e-06,1.0,0.9999392037830688,1.0,1.0,0.0,1.0,-0.052737731118761934,0.0,0.0,4.94720312157349,72.62937495431319
0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,72.62664698131691,2.0,0.00279779129920213,0.0,1.0,0.08833122725816564,0.0,1.0,-0.1441304949585993,0.5,0.5,4.946998523598769,72.62664698131691
0x54ddce27be2f05bbcb7f807cdf2cb7b4f27fb056,72.62622771776309,6.154870624048706e-05,1.0,0.9991330223429232,1.0,1.0,0.0,1.0,-0.05222749221693147,0.0,0.0,4.946967078832232,72.62622771776309
0x993e3987660374081234c33c6103ec3987c37a74,72.62289107854217,0.0008270865043125318,1.0,0.9701736093022487,1.0,1.0,0.0,1.0,-0.024283864915898123,0.0,0.0,4.946716830890662,72.62289107854217
0xcca808f0ee0c883b805b916d3d881ecd16337200,72.62283549853296,2.3655504819888382e-05,1.0,0.9996983572271826,1.0,1.0,0.0,1.0,-0.05300935034202945,0.0,0.0,4.946712662389973,72.62283549853296
0x9c483fa4d84a218940bfa02652fcaf01ee8f44f2,72.61263949585872,2.0,0.012251248131703613,0.0,1.0,1.0,0.0,1.0,-0.06630328594230064,0.0,0.0,4.945947962189403,72.61263949585872
0x43b31a36d83243bceb588cb1cd4a70b5e2e9bf36,72.60333954815785,0.0010099251648909185,1.0,0.963044083587963,1.0,1.0,0.0,1.0,-0.018803542641015115,0.0,0.0,4.945250466111839,72.60333954815785
0x7bb4a929d48b33f6b252dbc3f109f06bbd0ef99f,72.60060549053345,1.4079147640791477e-05,1.0,0.9996773123826058,1.0,1.0,0.0,1.0,-0.05464597974023827,0.0,0.0,4.945045411790009,72.60060549053345
0x531c036b76509604817222ab29057e892ebde4df,72.58763376597012,2.0,0.001256496940338654,0.0,1.0,1.0,0.0,1.0,-0.05718396449257894,0.0,0.0,4.94407253244776,72.58763376597012
0x7eb4cfe3ba7e97a34cae8602645ccb18374936f7,72.57415900933583,0.0003320015220700152,1.0,0.9882055337169312,1.0,1.0,0.0,1.0,-0.04547560953881312,0.0,0.0,4.943061925700188,72.57415900933583
0x5e505ca814b10912560430bcf2f2cdd42ea882c5,72.56826551678756,6.024860476915272e-07,1.0,0.9999777859986773,1.0,1.0,0.0,1.0,-0.05735847472565837,0.0,0.0,4.942619913759066,72.56826551678756
0x752326166de801925c7b59d2bc0b1fba3424ddaa,72.55428813926605,4.832572298325723e-05,1.0,0.999267147718254,1.0,1.0,0.0,1.0,-0.05774386299628468,0.0,0.0,4.941571610444953,72.55428813926605
0x9dd98baa7c035e523a0d69680323de01a4602933,72.55176041993838,0.00025190258751902586,1.0,0.9939750850727513,1.0,1.0,0.0,1.0,-0.0528449561648914,0.0,0.0,4.941382031495379,72.55176041993838
0xde735444a0584e56f3e8eea19969b080f0d3fd46,72.52989914160754,0.0006401255707762556,1.0,0.9767699989500661,1.0,1.0,0.0,1.0,-0.03766768890027616,0.0,0.0,4.939742435620566,72.52989914160754
0xf8b57d5db31a5a0cffc9e849233619aeab06f2ae,72.52193596508152,8.273084728564181e-05,1.0,0.9989932969494048,1.0,1.0,0.0,1.0,-0.05993083041557503,0.0,0.0,4.939145197381115,72.52193596508152
0x6fb737d1ebb73cda6cfa36fd16d9273065d1b084,72.51822618052404,2.0,0.005996925825898499,0.0,1.0,0.028623309247660027,0.0,1.0,-0.09575327153425592,0.5,0.5,4.9388669635393025,72.51822618052404
0xf2620f8c4bdc46a55d0e3f39569d0d154f5d1981,72.50732076017206,7.556443429731101e-05,1.0,0.9995685806845238,1.0,1.0,0.0,1.0,-0.061595088105915796,0.0,0.0,4.938049057012905,72.50732076017206
0x1052c2054321d5b5f385256b67a47d991263e069,72.50712566548394,0.0007483828006088281,1.0,0.9877947506233465,1.0,1.0,0.0,1.0,-0.05050870851265946,0.0,0.0,4.9380344249112955,72.50712566548394
0x49a3cdc1b9d13722d94e9a926fc9870e7037aab4,72.49535065168853,0.001115138254693049,1.0,0.971369538979828,1.0,1.0,0.0,1.0,-0.035333378357880994,0.0,0.0,4.93715129887664,72.49535065168853
0x53c447de186007ad8d44ebacad65b088e341cb4c,72.47428699941267,0.002784880771182141,1.0,0.9623236705489417,1.0,1.0,0.0,1.0,-0.029537026364173914,0.0,0.0,4.935571524955949,72.47428699941267
0x9064f45ddb3875b83ce86602330e493e6abda6f1,72.47301886958655,2.0,0.0014442232095445437,0.0,1.0,1.0,0.0,1.0,-0.06596780799055321,0.0,0.0,4.935476415218991,72.47301886958655
0x9cdb491354086ab189dbb17360c33970b7298d3f,72.46817197358915,6.985667174023339e-05,1.0,0.9997883823958333,1.0,1.0,0.0,1.0,-0.06474534104838629,0.0,0.0,4.935112898019187,72.46817197358915
0x74b2ed3972897156f7646303e1612570ffe54895,72.4618150897649,2.0,0.0007065897894068015,0.0,1.0,1.0,0.0,1.0,-0.06607045805703914,0.0,0.0,4.9346361317323675,72.4618150897649
0xb268d905357b715bbb417d3f5f9f4f0af331307d,72.45705528436163,0.00016501775748351092,1.0,0.9939157015724206,1.0,1.0,0.0,1.0,-0.05980157300278249,0.0,0.0,4.934279146327122,72.45705528436163
0x5e30af8a463c4b01c38cf1f7bcc274386a973f26,72.45303012808762,9.925164890918316e-06,1.0,0.9998070889252646,1.0,1.0,0.0,1.0,-0.06583975448358384,0.0,0.0,4.933977259606571,72.45303012808762
0x86e85c104bfa6b519529393b0fd60db55a1ae649,72.4446527523929,6.579781836631152e-05,1.0,0.9996114722900132,1.0,1.0,0.0,1.0,-0.06632831367891152,0.0,0.0,4.933348956429468,72.4446527523929
0x14c0a2fe162802b41674b17c6bb81cc46bdcdfc2,72.43468031476226,4.26179604261796e-05,1.0,0.9990027815261243,1.0,1.0,0.0,1.0,-0.06644437587938061,0.0,0.0,4.9326010236071705,72.43468031476226
0x02caa400b40cd1e7739b559575ceb559e15cbb55,72.43298580821673,1.06544901065449e-05,1.0,0.9998550244047619,1.0,1.0,0.0,1.0,-0.06739174327861558,0.0,0.0,4.932473935616254,72.43298580821673
0x5d4a6f3e4313690d3b9a146d0aeae65e6c3a2e8b,72.43004865934978,0.00026725012683916793,1.0,0.9921035066137566,1.0,1.0,0.0,1.0,-0.060117107289362245,0.0,0.0,4.9322536494512335,72.43004865934978
0x75f0e5f888d1f49adfb4b6600982c2fdac1413f2,72.42924193832948,3.7734652460679857e-06,1.0,0.9999801243138228,1.0,1.0,0.0,1.0,-0.06779075240435814,0.0,0.0,4.932193145374711,72.42924193832948
0x788f8e3cfe0f6133cebf9d25e80cfb909b7be230,72.42723201512126,1.6013444951801116e-05,1.0,0.999712357025463,1.0,1.0,0.0,1.0,-0.06768596933631943,0.0,0.0,4.932042401134095,72.42723201512126
0xc02253c64c2a3c5a2227491467eb2814b90b01b5,72.42368133404204,7.134703196347032e-06,1.0,0.9999052981994048,1.0,1.0,0.0,1.0,-0.06813633284944728,0.0,0.0,4.9317761000531535,72.42368133404204
0xcdcc77deb537fddf0b00e82326c9b2fcf42edfb3,72.41703505115852,1.223997970573313e-05,1.0,0.9999836317890212,1.0,1.0,0.0,1.0,-0.06871824293183751,0.0,0.0,4.931277628836889,72.41703505115852
0x1055b1ba704158d78672179c61ef77eff2af6021,72.39724673487143,4.420345002536783e-05,1.0,0.9988191503835979,1.0,1.0,0.0,1.0,-0.06906984871826591,0.0,0.0,4.929793505115358,72.39724673487143
0x6a1b9bf36b7a1c303a14654145288ec47153bee7,72.39125999982346,1.9311263318112634e-05,1.0,0.9996153470056217,1.0,1.0,0.0,1.0,-0.07029015828218053,0.0,0.0,4.92934449998676,72.39125999982346
0xaa4b1f055761ef34fa691703eea581cfcc66201b,72.37314020365334,7.892567224759005e-05,1.0,0.9970899656448413,1.0,1.0,0.0,1.0,-0.06918337604308841,0.0,0.0,4.927985515274001,72.37314020365334
0x2341fb17fe2435760ac531a3a411ee16116351f2,72.35779681238428,0.0019706050228310503,1.0,0.9790922616071429,1.0,1.0,0.0,1.0,-0.054228105701153315,0.0,0.0,4.926834760928821,72.35779681238428
0x394dde6485ab447a3986073d94faa316aba1e466,72.35333821540661,0.001346302638254693,1.0,0.9581195899338625,1.0,1.0,0.0,1.0,-0.03296552641662248,0.0,0.0,4.926500366155495,72.35333821540661
0x22b2ccb53963da600c83191db1ce3f61f92dcf45,72.35151022767778,0.0005498160832064942,1.0,0.9963278591170635,1.0,1.0,0.0,1.0,-0.0705144081244369,0.0,0.0,4.926363267075834,72.35151022767778
